match_id,SetNo,GameNo,PointNumber,point_idx,perspective,server_is_persp,pts_in_game_for,pts_in_game_against,games_in_set_for,games_in_set_against,sets_for,sets_against,best_of,sets_needed_to_win,is_tiebreak,is_game_point_for,is_game_point_against,is_break_point,ttl_diff,aces_diff,df_diff,y_match
2019-wimbledon-3111,1,1,0X,1,P1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0.0,0.0,1
2019-wimbledon-3111,1,1,0Y,2,P1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0.0,0.0,1
2019-wimbledon-3111,1,1,1,3,P1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0.0,0.0,1
2019-wimbledon-3111,1,1,2,4,P1,0,1,0,0,0,0,0,5,3,0,0,0,0,1,0.0,0.0,1
2019-wimbledon-3111,1,1,3,5,P1,0,2,0,0,0,0,0,5,3,0,0,0,0,2,0.0,0.0,1
2019-wimbledon-3111,1,1,4,6,P1,0,2,1,0,0,0,0,5,3,0,0,0,0,1,0.0,1.0,1
2019-wimbledon-3111,1,1,5,7,P1,0,3,1,0,0,0,0,5,3,0,1,0,1,2,0.0,1.0,1
2019-wimbledon-3111,1,2,10,8,P1,0,4,1,1,0,0,0,5,3,0,0,0,0,3,0.0,1.0,1
2019-wimbledon-3111,1,2,11,9,P1,0,1,0,1,0,0,0,5,3,0,0,0,0,4,0.0,1.0,1
2019-wimbledon-3111,1,2,6,10,P1,0,1,1,1,0,0,0,5,3,0,0,0,0,3,0.0,1.0,1
2019-wimbledon-3111,1,2,7,11,P1,0,1,2,1,0,0,0,5,3,0,0,0,0,2,0.0,1.0,1
2019-wimbledon-3111,1,2,8,12,P1,0,1,3,1,0,0,0,5,3,0,0,1,0,1,0.0,1.0,1
2019-wimbledon-3111,1,2,9,13,P1,0,1,4,1,0,0,0,5,3,0,0,0,0,0,0.0,1.0,1
2019-wimbledon-3111,1,3,12,14,P1,1,2,4,2,0,0,0,5,3,0,0,0,0,1,0.0,0.0,1
2019-wimbledon-3111,1,3,13,15,P1,1,1,0,2,0,0,0,5,3,0,0,0,0,2,0.0,0.0,1
2019-wimbledon-3111,1,3,14,16,P1,1,1,1,2,0,0,0,5,3,0,0,0,0,1,0.0,0.0,1
2019-wimbledon-3111,1,3,15,17,P1,1,1,2,2,0,0,0,5,3,0,0,0,0,0,0.0,0.0,1
2019-wimbledon-3111,1,3,16,18,P1,1,1,3,2,0,0,0,5,3,0,0,1,0,-1,0.0,0.0,1
2019-wimbledon-3111,1,4,17,19,P1,0,1,4,2,1,0,0,5,3,0,0,0,0,-2,0.0,0.0,1
2019-wimbledon-3111,1,4,18,20,P1,0,1,0,2,1,0,0,5,3,0,0,0,0,-1,0.0,0.0,1
2019-wimbledon-3111,1,4,19,21,P1,0,2,0,2,1,0,0,5,3,0,0,0,0,0,0.0,0.0,1
2019-wimbledon-3111,1,4,20,22,P1,0,3,0,2,1,0,0,5,3,0,1,0,1,1,0.0,0.0,1
