match_id,SetNo,GameNo,PointNumber,point_idx,perspective,server_is_persp,pts_in_game_for,pts_in_game_against,games_in_set_for,games_in_set_against,sets_for,sets_against,best_of,sets_needed_to_win,is_tiebreak,is_game_point_for,is_game_point_against,is_break_point,ttl_diff,aces_diff,df_diff
2022-wimbledon-1130,1,1,0X,1,P1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0.0,0.0
2022-wimbledon-1130,1,1,0Y,2,P1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0.0,0.0
2022-wimbledon-1130,1,1,1,3,P1,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0.0,0.0
2022-wimbledon-1130,1,1,10,4,P1,1,0,1,0,0,0,0,5,3,0,0,0,0,-1,0.0,0.0
2022-wimbledon-1130,1,1,11,5,P1,1,0,2,0,0,0,0,5,3,0,0,0,0,-2,0.0,0.0
2022-wimbledon-1130,1,1,12,6,P1,1,1,2,0,0,0,0,5,3,0,0,0,0,-1,0.0,0.0
2022-wimbledon-1130,1,1,2,7,P1,1,2,2,0,0,0,0,5,3,0,0,0,0,0,1.0,0.0
2022-wimbledon-1130,1,1,3,8,P1,1,2,3,0,0,0,0,5,3,0,0,1,0,-1,1.0,0.0
2022-wimbledon-1130,1,1,4,9,P1,1,3,3,0,0,0,0,5,3,0,0,0,0,0,1.0,0.0
2022-wimbledon-1130,1,1,5,10,P1,1,3,4,0,0,0,0,5,3,0,0,1,0,-1,1.0,0.0
2022-wimbledon-1130,1,1,6,11,P1,1,4,4,0,0,0,0,5,3,0,0,0,0,0,1.0,0.0
2022-wimbledon-1130,1,1,7,12,P1,1,5,4,0,0,0,0,5,3,0,1,0,0,1,2.0,0.0
2022-wimbledon-1130,1,1,8,13,P1,1,5,5,0,0,0,0,5,3,0,0,0,0,0,2.0,0.0
2022-wimbledon-1130,1,1,9,14,P1,1,6,5,0,0,0,0,5,3,0,1,0,0,1,2.0,0.0
2022-wimbledon-1130,1,2,13,15,P1,0,7,5,1,0,0,0,5,3,0,0,0,0,2,2.0,0.0
2022-wimbledon-1130,1,2,14,16,P1,0,1,0,1,0,0,0,5,3,0,0,0,0,3,2.0,0.0
2022-wimbledon-1130,1,2,15,17,P1,0,2,0,1,0,0,0,5,3,0,0,0,0,4,2.0,0.0
2022-wimbledon-1130,1,2,16,18,P1,0,2,1,1,0,0,0,5,3,0,0,0,0,3,1.0,0.0
2022-wimbledon-1130,1,2,17,19,P1,0,3,1,1,0,0,0,5,3,0,1,0,1,4,1.0,0.0
2022-wimbledon-1130,1,2,18,20,P1,0,3,2,1,0,0,0,5,3,0,1,0,1,3,1.0,0.0
2022-wimbledon-1130,1,2,19,21,P1,0,3,3,1,0,0,0,5,3,0,0,0,0,2,1.0,0.0
2022-wimbledon-1130,1,2,20,22,P1,0,4,3,1,0,0,0,5,3,0,1,0,1,3,1.0,0.0
2022-wimbledon-1130,1,2,21,23,P1,0,4,4,1,0,0,0,5,3,0,0,0,0,2,0.0,0.0
2022-wimbledon-1130,1,2,22,24,P1,0,5,4,1,0,0,0,5,3,0,1,0,1,3,0.0,0.0
2022-wimbledon-1130,1,2,23,25,P1,0,5,5,1,0,0,0,5,3,0,0,0,0,2,0.0,0.0
2022-wimbledon-1130,1,2,24,26,P1,0,6,5,1,0,0,0,5,3,0,1,0,1,3,0.0,0.0
2022-wimbledon-1130,1,3,25,27,P1,1,7,5,2,0,0,0,5,3,0,0,0,0,4,0.0,0.0
