match_id,SetNo,GameNo,PointNumber,point_idx,perspective,server_is_persp,pts_in_game_for,pts_in_game_against,games_in_set_for,games_in_set_against,sets_for,sets_against,best_of,sets_needed_to_win,is_tiebreak,is_game_point_for,is_game_point_against,is_break_point,ttl_diff,aces_diff,df_diff,y_match
2012-wimbledon-1301,1,1,1,1,P1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0.0,0.0,1
2012-wimbledon-1301,1,1,2,2,P1,0,1,0,0,0,0,0,5,3,0,0,0,0,1,0.0,0.0,1
2012-wimbledon-1301,1,1,3,3,P1,0,1,1,0,0,0,0,5,3,0,0,0,0,0,0.0,0.0,1
2012-wimbledon-1301,1,1,4,4,P1,0,2,1,0,0,0,0,5,3,0,0,0,0,1,0.0,0.0,1
2012-wimbledon-1301,1,1,5,5,P1,0,2,2,0,0,0,0,5,3,0,0,0,0,0,0.0,0.0,1
2012-wimbledon-1301,1,1,6,6,P1,0,3,2,0,0,0,0,5,3,0,1,0,1,1,0.0,0.0,1
2012-wimbledon-1301,1,1,7,7,P1,0,3,3,0,0,0,0,5,3,0,0,0,0,0,0.0,0.0,1
2012-wimbledon-1301,1,1,8,8,P1,0,3,4,0,0,0,0,5,3,0,0,1,0,-1,0.0,0.0,1
2012-wimbledon-1301,1,2,9,9,P1,1,3,5,0,1,0,0,5,3,0,0,0,0,-2,-1.0,0.0,1
2012-wimbledon-1301,1,2,10,10,P1,1,1,0,0,1,0,0,5,3,0,0,0,0,-1,0.0,0.0,1
2012-wimbledon-1301,1,2,11,11,P1,1,1,1,0,1,0,0,5,3,0,0,0,0,-2,0.0,1.0,1
2012-wimbledon-1301,1,2,12,12,P1,1,2,1,0,1,0,0,5,3,0,0,0,0,-1,0.0,1.0,1
2012-wimbledon-1301,1,2,13,13,P1,1,3,1,0,1,0,0,5,3,0,1,0,0,0,0.0,1.0,1
2012-wimbledon-1301,1,3,14,14,P1,0,4,1,1,1,0,0,5,3,0,0,0,0,1,0.0,1.0,1
2012-wimbledon-1301,1,3,15,15,P1,0,0,1,1,1,0,0,5,3,0,0,0,0,0,0.0,1.0,1
2012-wimbledon-1301,1,3,16,16,P1,0,1,1,1,1,0,0,5,3,0,0,0,0,1,0.0,1.0,1
2012-wimbledon-1301,1,3,17,17,P1,0,2,1,1,1,0,0,5,3,0,0,0,0,2,0.0,1.0,1
2012-wimbledon-1301,1,3,18,18,P1,0,2,2,1,1,0,0,5,3,0,0,0,0,1,0.0,1.0,1
2012-wimbledon-1301,1,3,19,19,P1,0,3,2,1,1,0,0,5,3,0,1,0,1,2,0.0,1.0,1
2012-wimbledon-1301,1,3,20,20,P1,0,3,3,1,1,0,0,5,3,0,0,0,0,1,-1.0,1.0,1
2012-wimbledon-1301,1,3,21,21,P1,0,3,4,1,1,0,0,5,3,0,0,1,0,0,-1.0,1.0,1
2012-wimbledon-1301,1,3,22,22,P1,0,4,4,1,1,0,0,5,3,0,0,0,0,1,-1.0,1.0,1
2012-wimbledon-1301,1,3,23,23,P1,0,4,5,1,1,0,0,5,3,0,0,1,0,0,-1.0,1.0,1
2012-wimbledon-1301,1,4,24,24,P1,1,4,6,1,2,0,0,5,3,0,0,0,0,-1,-2.0,1.0,1
2012-wimbledon-1301,1,4,25,25,P1,1,1,0,1,2,0,0,5,3,0,0,0,0,0,-2.0,1.0,1
2012-wimbledon-1301,1,4,26,26,P1,1,2,0,1,2,0,0,5,3,0,0,0,0,1,-2.0,1.0,1
2012-wimbledon-1301,1,4,27,27,P1,1,3,0,1,2,0,0,5,3,0,1,0,0,2,-2.0,1.0,1
2012-wimbledon-1301,1,5,28,28,P1,0,4,0,2,2,0,0,5,3,0,0,0,0,3,-1.0,1.0,1
2012-wimbledon-1301,1,5,29,29,P1,0,1,0,2,2,0,0,5,3,0,0,0,0,4,-1.0,1.0,1
2012-wimbledon-1301,1,5,30,30,P1,0,1,1,2,2,0,0,5,3,0,0,0,0,3,-1.0,1.0,1
2012-wimbledon-1301,1,5,31,31,P1,0,1,2,2,2,0,0,5,3,0,0,0,0,2,-1.0,1.0,1
2012-wimbledon-1301,1,5,32,32,P1,0,1,3,2,2,0,0,5,3,0,0,1,0,1,-2.0,1.0,1
2012-wimbledon-1301,1,5,33,33,P1,0,2,3,2,2,0,0,5,3,0,0,1,0,2,-2.0,1.0,1
2012-wimbledon-1301,1,5,34,34,P1,0,3,3,2,2,0,0,5,3,0,0,0,0,3,-2.0,1.0,1
2012-wimbledon-1301,1,5,35,35,P1,0,4,3,2,2,0,0,5,3,0,1,0,1,4,-2.0,1.0,1
2012-wimbledon-1301,1,5,36,36,P1,0,4,4,2,2,0,0,5,3,0,0,0,0,3,-2.0,1.0,1
2012-wimbledon-1301,1,5,37,37,P1,0,4,5,2,2,0,0,5,3,0,0,1,0,2,-2.0,1.0,1
2012-wimbledon-1301,1,5,38,38,P1,0,5,5,2,2,0,0,5,3,0,0,0,0,3,-2.0,1.0,1
2012-wimbledon-1301,1,5,39,39,P1,0,5,6,2,2,0,0,5,3,0,0,1,0,2,-2.0,1.0,1
2012-wimbledon-1301,1,6,40,40,P1,1,5,7,2,3,0,0,5,3,0,0,0,0,1,-2.0,1.0,1
2012-wimbledon-1301,1,6,41,41,P1,1,1,0,2,3,0,0,5,3,0,0,0,0,2,-2.0,1.0,1
2012-wimbledon-1301,1,6,42,42,P1,1,2,0,2,3,0,0,5,3,0,0,0,0,3,-2.0,1.0,1
2012-wimbledon-1301,1,6,43,43,P1,1,3,0,2,3,0,0,5,3,0,1,0,0,4,-2.0,1.0,1
2012-wimbledon-1301,1,6,44,44,P1,1,3,1,2,3,0,0,5,3,0,1,0,0,3,-2.0,1.0,1
2012-wimbledon-1301,1,6,45,45,P1,1,3,2,2,3,0,0,5,3,0,1,0,0,2,-2.0,1.0,1
2012-wimbledon-1301,1,7,46,46,P1,0,4,2,3,3,0,0,5,3,0,0,0,0,3,-2.0,1.0,1
2012-wimbledon-1301,1,7,47,47,P1,0,0,1,3,3,0,0,5,3,0,0,0,0,2,-2.0,1.0,1
2012-wimbledon-1301,1,7,48,48,P1,0,1,1,3,3,0,0,5,3,0,0,0,0,3,-2.0,1.0,1
2012-wimbledon-1301,1,7,49,49,P1,0,1,2,3,3,0,0,5,3,0,0,0,0,2,-2.0,1.0,1
2012-wimbledon-1301,1,7,50,50,P1,0,2,2,3,3,0,0,5,3,0,0,0,0,3,-2.0,1.0,1
2012-wimbledon-1301,1,7,51,51,P1,0,2,3,3,3,0,0,5,3,0,0,1,0,2,-2.0,1.0,1
2012-wimbledon-1301,1,7,52,52,P1,0,3,3,3,3,0,0,5,3,0,0,0,0,3,-2.0,1.0,1
2012-wimbledon-1301,1,7,53,53,P1,0,3,4,3,3,0,0,5,3,0,0,1,0,2,-2.0,1.0,1
2012-wimbledon-1301,1,7,54,54,P1,0,4,4,3,3,0,0,5,3,0,0,0,0,3,-2.0,1.0,1
2012-wimbledon-1301,1,7,55,55,P1,0,4,5,3,3,0,0,5,3,0,0,1,0,2,-2.0,1.0,1
2012-wimbledon-1301,1,8,56,56,P1,1,4,6,3,4,0,0,5,3,0,0,0,0,1,-2.0,1.0,1
2012-wimbledon-1301,1,8,57,57,P1,1,1,0,3,4,0,0,5,3,0,0,0,0,2,-2.0,1.0,1
2012-wimbledon-1301,1,8,58,58,P1,1,2,0,3,4,0,0,5,3,0,0,0,0,3,-2.0,1.0,1
2012-wimbledon-1301,1,8,59,59,P1,1,2,1,3,4,0,0,5,3,0,0,0,0,2,-2.0,1.0,1
2012-wimbledon-1301,1,8,60,60,P1,1,3,1,3,4,0,0,5,3,0,1,0,0,3,-2.0,1.0,1
2012-wimbledon-1301,1,9,61,61,P1,0,4,1,4,4,0,0,5,3,0,0,0,0,4,-2.0,1.0,1
2012-wimbledon-1301,1,9,62,62,P1,0,1,0,4,4,0,0,5,3,0,0,0,0,5,-2.0,1.0,1
2012-wimbledon-1301,1,9,63,63,P1,0,2,0,4,4,0,0,5,3,0,0,0,0,6,-2.0,1.0,1
2012-wimbledon-1301,1,9,64,64,P1,0,2,1,4,4,0,0,5,3,0,0,0,0,5,-2.0,1.0,1
2012-wimbledon-1301,1,9,65,65,P1,0,3,1,4,4,0,0,5,3,0,1,0,1,6,-2.0,1.0,1
2012-wimbledon-1301,1,9,66,66,P1,0,3,2,4,4,0,0,5,3,0,1,0,1,5,-2.0,1.0,1
2012-wimbledon-1301,1,9,67,67,P1,0,3,3,4,4,0,0,5,3,0,0,0,0,4,-2.0,1.0,1
2012-wimbledon-1301,1,9,68,68,P1,0,3,4,4,4,0,0,5,3,0,0,1,0,3,-2.0,1.0,1
2012-wimbledon-1301,1,10,69,69,P1,1,3,5,4,5,0,0,5,3,0,0,0,0,2,-2.0,1.0,1
2012-wimbledon-1301,1,10,70,70,P1,1,0,1,4,5,0,0,5,3,0,0,0,0,1,-2.0,1.0,1
2012-wimbledon-1301,1,10,71,71,P1,1,0,2,4,5,0,0,5,3,0,0,0,0,0,-2.0,1.0,1
2012-wimbledon-1301,1,10,72,72,P1,1,0,3,4,5,0,0,5,3,0,0,1,0,-1,-2.0,1.0,1
2012-wimbledon-1301,2,1,73,73,P1,0,0,4,0,0,0,1,5,3,0,0,0,0,-2,-2.0,1.0,1
2012-wimbledon-1301,2,1,74,74,P1,0,0,1,0,0,0,1,5,3,0,0,0,0,-3,-2.0,1.0,1
2012-wimbledon-1301,2,1,75,75,P1,0,1,1,0,0,0,1,5,3,0,0,0,0,-2,-2.0,1.0,1
2012-wimbledon-1301,2,1,76,76,P1,0,2,1,0,0,0,1,5,3,0,0,0,0,-1,-2.0,1.0,1
2012-wimbledon-1301,2,1,77,77,P1,0,3,1,0,0,0,1,5,3,0,1,0,1,0,-2.0,1.0,1
2012-wimbledon-1301,2,2,78,78,P1,1,4,1,1,0,0,1,5,3,0,0,0,0,1,-2.0,1.0,1
2012-wimbledon-1301,2,2,79,79,P1,1,0,1,1,0,0,1,5,3,0,0,0,0,0,-2.0,1.0,1
