match_id,SetNo,GameNo,PointNumber,point_idx,perspective,server_is_persp,pts_in_game_for,pts_in_game_against,games_in_set_for,games_in_set_against,sets_for,sets_against,best_of,sets_needed_to_win,is_tiebreak,is_game_point_for,is_game_point_against,is_break_point,ttl_diff,aces_diff,df_diff,y_match
2024-wimbledon-2221,1,1,0X,1,P1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0.0,0.0,1
2024-wimbledon-2221,1,1,0Y,2,P1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0.0,0.0,1
2024-wimbledon-2221,1,1,1,3,P1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0.0,0.0,1
2024-wimbledon-2221,1,1,2,4,P1,0,1,0,0,0,0,0,5,3,0,0,0,0,1,0.0,-1.0,1
2024-wimbledon-2221,1,1,3,5,P1,0,2,0,0,0,0,0,5,3,0,0,0,0,2,0.0,-1.0,1
2024-wimbledon-2221,1,1,4,6,P1,0,3,0,0,0,0,0,5,3,0,1,0,1,3,0.0,-1.0,1
2024-wimbledon-2221,1,2,5,7,P1,1,4,0,1,0,0,0,5,3,0,0,0,0,4,0.0,-1.0,1
2024-wimbledon-2221,1,2,6,8,P1,1,1,0,1,0,0,0,5,3,0,0,0,0,5,0.0,-1.0,1
2024-wimbledon-2221,1,2,7,9,P1,1,2,0,1,0,0,0,5,3,0,0,0,0,6,0.0,-1.0,1
2024-wimbledon-2221,1,2,8,10,P1,1,3,0,1,0,0,0,5,3,0,1,0,0,7,0.0,-1.0,1
2024-wimbledon-2221,1,3,10,11,P1,0,4,0,2,0,0,0,5,3,0,0,0,0,8,0.0,-1.0,1
2024-wimbledon-2221,1,3,11,12,P1,0,1,0,2,0,0,0,5,3,0,0,0,0,9,0.0,-1.0,1
2024-wimbledon-2221,1,3,12,13,P1,0,1,1,2,0,0,0,5,3,0,0,0,0,8,0.0,-1.0,1
2024-wimbledon-2221,1,3,13,14,P1,0,1,2,2,0,0,0,5,3,0,0,0,0,7,0.0,-1.0,1
